#Transcript	Name/Description	Gene	Gene Description	DEA Result	Regulated	(1 - Probability)	Probability	Log2FC	Control MeanExpLevel	Test MeanExpLevel
G9010.59	FBtr0332502	Pif1A_CG33189	Pif1A_CG33189	Not DE		0.03296	0.96704	-0.39	4260.25	3249.46
G9010.63	FBtr0332502	Pif1A		DE	DOWN	0.0	1.0	-1.84	2523.86	703.82
G9010.66	novel	Pif1A		DE	DOWN	0.00125	0.99875	-1.29	1567.25	640.21
G9010.75	FBtr0332502	Pif1A		DE	UP	4.7E-4	0.99953	2.05	287.32	1193.41
G9010.78	FBtr0332502	Pif1A		DE	DOWN	0.0	1.0	-4.08	22166.1	1306.75
G9010.8	novel	Pif1B		DE	DOWN	0.02456	0.97544	-2.29	186.99	38.15
G9010.80	FBtr0332502	Pif1A		DE	DOWN	0.0	1.0	-13.89	493.59	0.03
G9010.84	FBtr0332502	Pif1A		DE	DOWN	0.0	1.0	-15.96	1435.36	0.02
G9011.3	novel	Ir85a		DE	UP	0.0	1.0	4.57	677.3	16066.67
G9011.4	novel	Ir85a		DE	UP	0.0	1.0	4.54	40.04	930.79
G9011.5	novel	Ir85a		DE	UP	0.0	1.0	3.98	85.04	1337.37
G9012.1	FBtr0081918	CCT7	CCT7	Not DE		0.09114	0.90886	0.47	363.25	503.21
G9012.13	FBtr0081919	hng2_CCT7	hng2_CCT7	DE	DOWN	2.8E-4	0.99972	-3.51	1114.55	98.06
G9012.14	FBtr0081919	hng2_CCT7	hng2_CCT7	DE	DOWN	0.0	1.0	-2.72	3697.06	559.45
G9012.16	FBtr0081919	hng2		Not DE		0.18298	0.81702	0.23	1031.91	1212.97
G9012.17	FBtr0081919	hng2		Not DE		0.8957	0.1043	-0.08	304.22	288.12
G9012.2	novel	CCT7	CCT7	DE	UP	0.00182	0.99818	5.08	4.42	149.08
G9012.5	FBtr0081918	CCT7	CCT7	Not DE		0.0	1.0	-0.56	14154.16	9613.33
G9012.6	FBtr0081918	CCT7	CCT7	Not DE		0.14007	0.85993	-0.49	346.72	246.8
G9013.2	novel	novelGene_CCT7_AS	novelGene_CCT7_AS	DE	UP	4.7E-4	0.99953	2.25	213.86	1017.26
G9013.3	novel	CG9839		Not DE		0.14644	0.85356	0.9	57.64	107.44
G9013.6	FBtr0081934	CG9839		DE	UP	0.0	1.0	2.17	354.53	1591.42
G9014.10	FBtr0081932	aqz	aqz	DE	UP	0.00803	0.99197	1.69	319.49	1032.66
G9014.11	FBtr0081931	aqz	aqz	DE	UP	0.0	1.0	15.05	0.02	591.65
G9014.16	FBtr0081931	aqz	aqz	Not DE		0.05797	0.94203	-1.12	686.39	316.78
G9014.17	novel	aqz	aqz	DE	DOWN	0.0	1.0	-6.77	323.53	2.97
G9014.25	FBtr0081932	aqz	aqz	DE	DOWN	0.0	1.0	-6.57	866.96	9.13
G9014.28	novel	aqz	aqz	Not DE		0.10128	0.89872	-0.42	695.48	519.42
G9014.3	novel	aqz	aqz	DE	DOWN	2.6E-4	0.99974	-1.06	5846.32	2795.89
G9014.32	novel	aqz	aqz	DE	DOWN	0.00107	0.99893	-2.48	884.94	158.87
G9014.33	FBtr0081932	aqz	aqz	Not DE		0.54285	0.45715	-0.22	153.07	131.17
G9015.1	FBtr0081920	CG8369		DE	DOWN	0.0	1.0	-1.16	5008.08	2239.97
G9016.1	novel	IscU	IscU	DE	UP	0.01098	0.98902	1.92	64.57	245.1
G9016.2	novel	IscU	IscU	DE	DOWN	0.00272	0.99728	-1.79	945.72	273.38
G9016.3	FBtr0081930	IscU	IscU	DE	DOWN	0.0	1.0	-1.2	8588.38	3750.3
G9016.4	FBtr0081930	IscU	IscU	DE	DOWN	0.00472	0.99528	-1.26	2107.62	877.75
G9017.10	novel	CG8379		DE	UP	0.00536	0.99464	3.49	32.96	369.94
G9017.11	FBtr0081922	CG8379		Not DE		0.68235	0.31765	0.11	811.65	878.54
G9017.3	novel	CG8379		DE	UP	6.7E-4	0.99933	2.21	197.05	913.19
G9017.4	novel	CG8379		DE	UP	0.01288	0.98712	2.34	31.28	158.27
G9017.9	FBtr0081922	CG8379		Not DE		0.00145	0.99855	-0.32	11876.75	9514.02
G9018.10	novel	pyd		DE	UP	9.6E-4	0.99904	2.51	85.72	488.6
G9018.3	FBtr0305297	pyd		Not DE		0.06896	0.93104	0.17	2972.01	3354.83
G9018.4	FBtr0305296	pyd		Not DE		0.00747	0.99253	-0.47	2853.87	2054.73
G9018.9	novel	pyd		DE	DOWN	0.00137	0.99863	-1.5	1458.66	516.39
G902.1	FBtr0307033	Nlg2		DE	UP	0.0	1.0	16.43	0.0	441.35
G902.12	novel	Nlg2		DE	UP	2.3E-4	0.99977	2.78	224.21	1538.67
G902.13	novel	Nlg2		DE	UP	0.0	1.0	3.93	233.05	3563.54
G902.17	novel	Nlg2		DE	UP	0.0	1.0	15.74	0.0	273.92
G902.18	novel	Nlg2		DE	UP	1.8E-4	0.99982	6.22	7.57	564.65
G902.20	novel	Nlg2		DE	UP	0.0	1.0	3.06	125.28	1042.32
G902.30	novel	Nlg2		DE	UP	0.0	1.0	5.25	44.9	1705.4
G902.7	novel	Nlg2		DE	UP	0.00325	0.99675	2.4	91.87	483.61
G9020.2	novel	novelGene_577	novelGene_577	DE	UP	3.0E-5	0.99997	6.14	5.16	363.45
G9021.2	FBtr0081956	osk		DE	UP	0.0	1.0	4.07	57.43	966.98
G9022.1	novel	ScsbetaA	ScsbetaA	DE	DOWN	0.00113	0.99887	-1.36	1740.49	679.91
G9022.10	FBtr0334327	ScsbetaA	ScsbetaA	DE	DOWN	0.0	1.0	-1.33	3552.68	1417.99
G9022.11	FBtr0334327	ScsbetaA	ScsbetaA	DE	DOWN	0.04908	0.95092	-1.13	188.34	85.95
G9022.15	FBtr0113206	ScsbetaA	ScsbetaA	DE	DOWN	0.00391	0.99609	-1.5	1950.73	688.43
G9022.17	FBtr0334327	ScsbetaA	ScsbetaA	DE	UP	0.0	1.0	8.21	1.28	380.23
G9022.18	novel	ScsbetaA	ScsbetaA	DE	DOWN	2.4E-4	0.99976	-2.37	8993.61	1737.1
G9022.2	FBtr0334328	ScsbetaA	ScsbetaA	DE	DOWN	0.0	1.0	-1.02	4504.05	2228.47
G9022.20	novel	ScsbetaA	ScsbetaA	DE	DOWN	0.0	1.0	-1.53	76553.77	26518.05
G9022.6	FBtr0081957	ScsbetaA	ScsbetaA	DE	DOWN	0.0	1.0	-1.87	11587.09	3177.04
G9022.7	FBtr0334328	ScsbetaA	ScsbetaA	Not DE		0.748	0.252	0.14	389.28	429.6
G9023.2	FBtr0082015	CG11964		Not DE		0.22259	0.77741	0.21	790.28	913.32
G9023.6	FBtr0082015	CG11964		Not DE		1.8E-4	0.99982	0.83	2782.85	4933.39
G9025.10	novel	RagA-B		DE	UP	0.00783	0.99217	1.23	297.09	694.98
G9025.12	FBtr0082013	RagA-B		DE	DOWN	3.0E-4	0.9997	-1.93	1541.09	404.03
G9025.3	novel	RagA-B		DE	UP	0.00398	0.99602	3.88	19.05	280.68
G9025.5	FBtr0082013	RagA-B		DE	UP	1.7E-4	0.99983	2.47	275.77	1522.79
G9026.2	FBtr0346139	CG11970		Not DE		0.01164	0.98836	0.35	2870.77	3664.17
G9027.10	FBtr0082012	E(var)3-9		DE	UP	0.0	1.0	17.86	0.0	1191.19
G9027.12	FBtr0082012	E(var)3-9		Not DE		0.03584	0.96416	-0.83	838.71	470.21
G9027.5	FBtr0082012	E(var)3-9		DE	UP	7.9E-4	0.99921	1.65	635.46	1993.7
G9028.5	novel	CG11975		DE	UP	0.00181	0.99819	1.59	270.77	817.89
G9028.6	FBtr0081960	CG11975		Not DE		0.97752	0.022479	0.01	1917.49	1933.05
G9029.11	novel	CG31100		DE	DOWN	0.03422	0.96578	-1.41	277.64	104.53
G9029.12	FBtr0082011	CG31100		Not DE		0.00632	0.99368	-0.66	1855.97	1171.78
G9029.13	novel	CG31100		DE	DOWN	0.00268	0.99732	-1.91	807.35	215.15
G9029.14	FBtr0082011	CG31100		DE	DOWN	0.00724	0.99276	-1.35	530.5	208.38
G9029.2	novel	CG31100		DE	DOWN	0.0198	0.9802	-1.22	469.91	202.16
G9029.3	FBtr0082011	CG31100		DE	UP	0.00181	0.99819	1.48	395.94	1108.1
G9030.2	FBtr0081962	CG11980		Not DE		0.09414	0.90586	-0.35	1097.56	862.77
G9030.3	FBtr0081964	CG11980		Not DE		0.02561	0.97439	-0.45	1670.47	1222.69
G9031.1	FBtr0082010	Prosbeta3		Not DE		3.2E-4	0.99968	-0.31	28028.46	22674.13
G9031.4	FBtr0082010	Prosbeta3		Not DE		0.0	1.0	-0.92	4720.02	2497.44
G9031.7	FBtr0082010	Prosbeta3		Not DE		0.08186	0.91814	0.73	232.83	385.64
G9032.11	FBtr0081966	CG11983		DE	DOWN	2.0E-4	0.9998	-3.88	1672.62	113.72
G9032.12	FBtr0081966	CG11983		DE	DOWN	0.00237	0.99763	-1.3	2695.99	1095.19
G9032.13	FBtr0081966	CG11983		DE	DOWN	1.2E-4	0.99988	-2.38	1230.34	236.05
G9032.14	FBtr0336754	CG11983		DE	DOWN	0.0	1.0	-1.67	4025.78	1266.61
G9032.15	FBtr0336754	CG11983		Not DE		0.00234	0.99766	-0.89	2903.89	1570.11
G9032.16	FBtr0336754	CG11983		DE	UP	9.8E-4	0.99902	2.46	104.56	575.6
G9032.18	novel	CG11983		Not DE		0.04122	0.95878	0.79	269.0	466.71
G9032.24	novel	CG11986_CG11983	CG11986_CG11983	DE	UP	0.0	1.0	5.95	12.52	773.2
G9032.25	novel	CG11983		DE	UP	9.2E-4	0.99908	2.34	122.95	623.02
G9032.26	novel	CG11983		DE	UP	0.03084	0.96916	2.22	24.0	112.13
G9032.28	FBtr0081967	CG11986		Not DE		0.83649	0.16351	-0.07	493.84	471.6
G9032.32	FBtr0081967	CG11986		Not DE		0.60718	0.39282	0.08	920.05	974.2
G9032.34	FBtr0081967	CG11986		Not DE		0.00495	0.99505	-0.93	1616.7	849.71
G9032.36	FBtr0081967	CG11986		DE	UP	8.1E-4	0.99919	2.16	308.0	1379.51
G9032.5	FBtr0081965	Iru	Iru	Not DE		0.0	1.0	-0.94	34028.89	17711.02
G9032.6	FBtr0081965	Iru	Iru	DE	DOWN	0.00819	0.99181	-1.04	1333.28	648.09
G9032.8	FBtr0081965	Iru	Iru	DE	UP	0.0	1.0	18.85	0.0	2359.85
G9032.9	novel	Iru_CG11983	Iru_CG11983	DE	UP	0.00329	0.99671	2.63	63.41	393.09
G9033.1	FBtr0300745	Kcmf1	Kcmf1	DE	UP	8.5E-4	0.99915	1.6	440.21	1336.96
G9033.2	FBtr0300748	Kcmf1	Kcmf1	Not DE		0.12276	0.87724	0.25	1035.64	1230.38
G9033.3	novel	Kcmf1	Kcmf1	Not DE		0.19036	0.80964	0.46	221.41	303.59
G9033.4	novel	Kcmf1	Kcmf1	Not DE		0.04267	0.95733	-0.66	870.03	552.18
G9033.5	FBtr0300746	Kcmf1	Kcmf1	Not DE		0.0	1.0	-0.58	13021.0	8731.78
G9033.7	novel	Kcmf1	Kcmf1	Not DE		0.90282	0.097184	0.07	300.54	314.54
G9034.1	FBtr0082006	Sf3b5	Sf3b5	Not DE		0.00142	0.99858	-1.0	2702.71	1353.13
G9035.4	novel	tgo		Not DE		0.17017	0.82983	-0.23	1323.32	1131.49
G9035.6	FBtr0082005	tgo		Not DE		0.0383	0.9617	-0.29	2362.81	1927.86
G9036.1	FBtr0082001	neur		Not DE		0.12149	0.87851	0.43	463.86	625.39
G9036.10	FBtr0300414	neur		DE	UP	0.002	0.998	2.69	58.13	375.43
G9036.14	FBtr0082002	neur		Not DE		0.3705	0.6295	0.14	1060.01	1165.29
G9036.8	FBtr0082002	neur		Not DE		0.01499	0.98501	0.91	433.69	817.15
G9036.9	novel	neur		DE	UP	0.01041	0.98959	1.78	69.7	238.75
G9037.10	novel	asRNA_CR31429_hyx	asRNA_CR31429_hyx	DE	DOWN	0.0	1.0	-8.22	3595.83	12.07
G9037.11	novel	asRNA_CR31429	asRNA_CR31429	DE	UP	0.0	1.0	8.79	1.92	851.04
G9037.12	novel	asRNA_CR31429	asRNA_CR31429	DE	DOWN	0.00123	0.99877	-3.18	893.18	98.85
G9037.13	novel	asRNA_CR31429	asRNA_CR31429	Not DE		0.10852	0.89148	-0.59	299.12	198.91
G9037.14	novel	asRNA_CR31429_hyx	asRNA_CR31429_hyx	Not DE		0.06186	0.93814	1.37	54.48	140.44
G9037.15	novel	asRNA_CR31429	asRNA_CR31429	DE	UP	0.0	1.0	15.04	0.0	168.72
G9037.27	FBtr0081968	hyx		DE	DOWN	0.0198	0.9802	-1.88	414.47	112.62
G9037.3	novel	asRNA_CR31429_hyx	asRNA_CR31429_hyx	DE	UP	0.0	1.0	19.02	0.0	2652.01
G9037.33	novel	hyx		DE	UP	0.0	1.0	16.06	0.0	341.11
G9037.5	novel	asRNA_CR31429	asRNA_CR31429	Not DE		0.38035	0.61965	0.2	419.02	480.09
G9037.6	FBtr0309819	asRNA_CR31429	asRNA_CR31429	DE	UP	0.0	1.0	15.24	0.0	194.07
G9037.7	novel	asRNA_CR31429_hyx	asRNA_CR31429_hyx	DE	UP	0.0	1.0	18.03	0.0	1336.75
G9037.8	novel	asRNA_CR31429_hyx	asRNA_CR31429_hyx	DE	UP	0.0	1.0	4.31	114.27	2262.76
G9037.9	FBtr0309817	asRNA_CR31429	asRNA_CR31429	DE	UP	0.0	1.0	18.44	0.0	1772.65
G9038.12	novel	Rel		Not DE		0.00593	0.99407	-0.6	2539.18	1672.27
G9038.3	FBtr0081997	Nmdmc		Not DE		0.00497	0.99503	-0.39	3611.91	2752.8
G9038.8	FBtr0089341	Rel		Not DE		0.0077	0.9923	-0.85	1769.42	983.84
G9039.1	FBtr0081969	Mst85C		Not DE		0.47985	0.52015	-0.12	757.85	695.99
G9040.4	FBtr0336760	Kdm2		DE	UP	0.0	1.0	1.37	2299.16	5944.29
G9040.8	FBtr0336760	Kdm2		DE	UP	0.0	1.0	17.99	0.0	1305.81
G9040.9	FBtr0336760	Kdm2		DE	UP	3.9E-4	0.99961	3.73	39.24	520.32
G9042.1	FBtr0081995	beag		Not DE		0.08999	0.91001	-0.26	1528.78	1272.97
G9042.7	FBtr0081995	beag		DE	UP	0.0	1.0	16.3	0.0	404.4
G9042.9	novel	beag		Not DE		0.0427	0.9573	-0.38	1533.14	1175.93
G9043.4	FBtr0081971	Ada		DE	DOWN	0.00123	0.99877	-1.2	1653.15	719.39
G9044.22	novel	pum		Not DE		0.60133	0.39867	0.26	67.16	80.41
G9044.23	novel	pum		DE	UP	0.04806	0.95194	1.33	109.51	276.0
G9044.4	novel	pum		Not DE		0.0997	0.9003	0.48	491.33	686.07
G9044.6	FBtr0081990	pum		Not DE		0.00124	0.99876	-0.71	3003.43	1831.43
G9045.1	novel	novelGene_pum_AS	novelGene_pum_AS	DE	UP	1.5E-4	0.99985	4.32	10.04	201.04
G9047.1	novel	lncRNA_CR45196	lncRNA_CR45196	DE	UP	0.02932	0.97068	1.21	79.79	184.14
G9048.10	FBtr0081987	D1		DE	DOWN	1.1E-4	0.99989	-1.5	5817.97	2056.81
G9048.13	FBtr0081988	D1		Not DE		0.01736	0.98264	-0.77	2632.2	1539.69
G9048.14	FBtr0081987	D1		DE	UP	0.00668	0.99332	2.13	307.66	1347.71
G9048.17	novel	D1		Not DE		0.25445	0.74555	-0.4	136.82	103.45
G9048.20	FBtr0301524	D1		DE	DOWN	0.02718	0.97282	-2.13	376.11	86.05
G9048.21	novel	D1		Not DE		0.04197	0.95803	0.84	213.01	380.99
G9048.23	FBtr0081988	D1		DE	DOWN	0.0	1.0	-4.18	3116.82	171.53
G9048.24	FBtr0081988	D1		Not DE		0.25419	0.74581	-0.36	205.34	159.93
G9048.25	FBtr0081987	D1		Not DE		0.22963	0.77037	0.18	1634.35	1848.47
G9048.26	FBtr0081988	D1		DE	DOWN	0.02004	0.97996	-1.54	130.12	44.89
G9048.6	FBtr0301524	D1		Not DE		0.92164	0.078364	0.08	443.29	468.68
G9048.8	FBtr0081988	D1		Not DE		0.15293	0.84707	0.19	4428.96	5040.34
G905.13	FBtr0079371	Wee1		Not DE		0.00421	0.99579	0.64	2026.95	3158.68
G905.2	novel	CG13773_Wee1	CG13773_Wee1	Not DE		0.02921	0.97079	0.35	1704.75	2169.98
G905.21	FBtr0079371	Wee1		DE	UP	0.0	1.0	20.33	0.0	6571.32
G905.24	FBtr0079371	Wee1		Not DE		0.03995	0.96005	-0.21	9777.64	8467.11
G905.25	FBtr0079368	x16		Not DE		0.57519	0.42481	-0.08	1359.07	1284.76
G905.31	FBtr0079368	x16		Not DE		0.23628	0.76372	-0.27	626.1	519.43
G9050.10	FBtr0081986	Vps15	Vps15	Not DE		0.00616	0.99384	0.58	1923.75	2871.45
G9050.19	FBtr0333666	Vps15	Vps15	Not DE		0.2663	0.7337	0.42	64.06	85.43
G9050.9	FBtr0081986	Vps15	Vps15	DE	UP	2.0E-5	0.99998	3.6	151.66	1843.72
G9051.11	novel	CG8420		Not DE		0.0886	0.9114	-0.84	155.11	86.52
G9051.12	novel	CG8420		DE	DOWN	0.00244	0.99756	-2.14	1417.48	320.52
G9051.14	novel	CG8420		DE	DOWN	1.7E-4	0.99983	-2.44	1761.21	323.53
G9051.15	novel	CG8420		DE	DOWN	3.5E-4	0.99965	-2.46	2407.19	438.83
G9051.17	novel	CG8420		DE	DOWN	0.02712	0.97288	-1.27	1410.62	585.79
G9051.19	novel	CG8420		DE	DOWN	0.03078	0.96922	-2.06	213.81	51.16
G9051.20	novel	CG8420		DE	DOWN	0.0	1.0	-2.4	5862.93	1111.47
G9051.21	novel	CG8420		Not DE		0.04606	0.95394	-0.62	871.56	568.48
G9051.23	novel	CG8420		DE	DOWN	0.00615	0.99385	-1.28	1365.31	562.03
G9051.4	novel	CG8420		DE	DOWN	3.6E-4	0.99964	-6.6	401.27	4.12
G9051.6	novel	CG8420		DE	DOWN	0.01823	0.98177	-1.08	753.74	355.84
G9051.7	FBtr0081973	CG8420		DE	UP	0.01092	0.98908	2.35	97.18	495.13
G9051.8	novel	CG8420		Not DE		0.09017	0.90983	1.02	53.75	109.33
G9051.9	novel	CG8420		DE	DOWN	0.0	1.0	-2.35	1529.21	299.9
G9053.2	novel	CG16734		DE	DOWN	0.00229	0.99771	-1.42	997.1	373.29
G9053.3	novel	CG16734		DE	DOWN	0.00204	0.99796	-1.26	1320.19	552.88
G9054.1	novel	Ibf2_CG16736	Ibf2_CG16736	DE	DOWN	0.00273	0.99727	-2.28	463.66	95.4
G9054.2	FBtr0081985	Ibf2_CG16736	Ibf2_CG16736	DE	DOWN	0.0	1.0	-1.76	3447.56	1015.2
G9054.3	novel	Ibf2_CG16736	Ibf2_CG16736	DE	DOWN	0.0179	0.9821	-1.06	909.8	436.47
G9054.4	novel	Ibf2_CG16736	Ibf2_CG16736	DE	DOWN	9.0E-5	0.99991	-2.8	882.21	126.85
G9054.6	FBtr0081984	Ibf2		Not DE		0.02355	0.97645	-0.33	2934.99	2332.47
G9054.7	FBtr0081984	Ibf2		DE	DOWN	0.0	1.0	-3.78	2886.9	210.86
G9055.2	FBtr0339168	Ibf1		Not DE		0.06632	0.93368	-0.61	501.18	328.93
G9055.3	FBtr0081977	Ibf1		Not DE		0.02983	0.97017	-0.92	483.23	256.24
G9056.1	FBtr0081978	ATP6AP2	ATP6AP2	Not DE		0.01381	0.98619	-0.51	12047.48	8488.84
G9056.2	FBtr0081978	ATP6AP2	ATP6AP2	Not DE		0.00521	0.99479	-0.52	14316.58	9989.06
G9056.8	novel	ATP6AP2	ATP6AP2	DE	UP	3.1E-4	0.99969	4.14	7.43	130.67
G9057.2	FBtr0081982	sage		DE	DOWN	0.04365	0.95635	-1.14	186.33	84.49
G9057.20	novel	TrpRS	TrpRS	DE	UP	0.00232	0.99768	2.11	167.95	726.85
G9057.25	novel	TrpRS	TrpRS	DE	UP	0.0	1.0	17.0	0.0	656.33
G9057.3	FBtr0346321	sage		DE	DOWN	0.0	1.0	-2.1	4277.0	999.62
G9057.30	FBtr0081981	TrpRS	TrpRS	Not DE		0.00119	0.99881	0.43	9164.51	12323.01
G9057.31	novel	TrpRS	TrpRS	DE	UP	0.0	1.0	8.76	0.7	303.01
G9057.32	novel	TrpRS	TrpRS	DE	UP	3.9E-4	0.99961	2.03	363.2	1486.02
G9057.33	novel	TrpRS	TrpRS	DE	UP	0.0	1.0	16.07	0.0	344.43
G9057.40	novel	TrpRS	TrpRS	Not DE		0.03271	0.96729	0.58	635.67	947.42
G9057.42	FBtr0081981	TrpRS	TrpRS	Not DE		0.74901	0.25099	0.16	100.85	112.67
G9057.43	novel	TrpRS	TrpRS	DE	UP	0.00247	0.99753	5.17	2.96	106.44
G9057.5	novel	TrpRS_sage	TrpRS_sage	Not DE		0.13592	0.86408	0.52	218.8	312.96
G9057.52	FBtr0081981	TrpRS	TrpRS	Not DE		0.00391	0.99609	0.75	2259.77	3787.82
G9057.53	FBtr0081981	TrpRS	TrpRS	Not DE		0.24849	0.75151	-0.21	2057.33	1779.37
G9057.54	FBtr0300335	CG8861		DE	UP	0.0	1.0	3.37	94.75	982.4
G9057.6	FBtr0081981	TrpRS_sage	TrpRS_sage	Not DE		0.10069	0.89931	0.42	470.2	627.71
G9058.1	FBtr0081979	Vps16A		DE	DOWN	0.00389	0.99611	-1.8	606.53	174.24
G9058.2	novel	Vps16A		Not DE		0.16435	0.83565	0.5	143.63	203.38
G9058.3	FBtr0081979	Vps16A		Not DE		0.03939	0.96061	0.23	3312.93	3873.04
G9059.103	FBtr0344371	CG43675		DE	DOWN	0.0	1.0	-4.96	1904.51	61.29
G9059.107	novel	CG45050		DE	UP	0.00734	0.99266	1.83	373.68	1331.99
G9059.110	novel	CG45050		DE	UP	0.001	0.999	4.49	33.67	755.1
G9059.111	novel	CG43675		DE	DOWN	0.00276	0.99724	-2.17	794.07	175.97
G9059.113	novel	CG43675		DE	DOWN	0.0	1.0	-3.09	5287.39	622.97
G9059.119	FBtr0344369	CG45050		Not DE		0.10238	0.89762	-0.27	10277.96	8549.35
G9059.12	FBtr0082019	pasi2	pasi2	Not DE		0.66867	0.33133	0.16	146.78	163.99
G9059.120	novel	CG45050		DE	DOWN	0.0	1.0	-2.47	1648.22	297.15
G9059.13	FBtr0082017	pasi2	pasi2	Not DE		0.00339	0.99661	-0.83	1705.6	956.71
G9059.132	FBtr0344372	CG43675		Not DE		0.00256	0.99744	-0.91	2555.77	1364.43
G9059.139	FBtr0310402	CG43675		DE	DOWN	0.00891	0.99109	-1.56	606.63	205.76
G9059.143	novel	CG43675		DE	DOWN	0.0	1.0	-2.47	9045.74	1633.96
G9059.144	FBtr0344368	CG45050		Not DE		0.67275	0.32725	-0.19	166.44	146.01
G9059.148	novel	CG43675		DE	UP	6.5E-4	0.99935	5.3	8.9	350.81
G9059.149	FBtr0344372	CG43675		DE	DOWN	0.0	1.0	-1.08	8832.29	4163.76
G9059.156	FBtr0310402	CG43675		DE	DOWN	0.0	1.0	-2.41	20502.61	3865.88
G9059.157	FBtr0344369	CG45050		DE	DOWN	0.0	1.0	-6.87	1247.16	10.66
G9059.159	novel	CG43675		DE	DOWN	0.0	1.0	-9.02	7040.88	13.58
G9059.168	FBtr0344369	CG45050		Not DE		0.519	0.481	-0.25	652.01	548.19
G9059.19	FBtr0344365	CG45050		Not DE		0.07535	0.92465	-0.61	365.6	239.74
G9059.195	FBtr0344372	CG43675		DE	DOWN	2.7E-4	0.99973	-1.97	7756.16	1979.55
G9059.196	novel	CG45050		DE	DOWN	0.0	1.0	-16.27	395.21	0.0
G9059.20	FBtr0344365	CG45050		Not DE		0.18284	0.81716	-0.24	2437.25	2065.34
G9059.202	FBtr0344372	CG43675		DE	DOWN	0.0	1.0	-1.31	10187.82	4111.38
G9059.204	FBtr0344372	CG43675		DE	DOWN	0.0	1.0	-1.98	6549.63	1661.26
G9059.205	novel	CG43675		Not DE		0.04091	0.95909	-0.58	812.03	544.66
G9059.208	novel	CG43675		DE	UP	0.0	1.0	15.8	0.0	285.22
G9059.209	novel	CG43675		DE	UP	9.4E-4	0.99906	3.2	11.09	101.93
G9059.21	FBtr0344365	CG45050		DE	DOWN	0.00324	0.99676	-1.45	3489.96	1273.48
G9059.211	FBtr0344364	CG45050		DE	UP	0.0	1.0	13.69	0.05	627.14
G9059.217	novel	CG45050_CG18473	CG45050_CG18473	DE	UP	0.01308	0.98692	1.25	207.54	493.08
G9059.24	FBtr0344365	CG45050		DE	UP	0.01397	0.98603	1.37	678.79	1759.41
G9059.3	novel	pasi2_CG45050	pasi2_CG45050	DE	UP	9.3E-4	0.99907	4.16	19.73	351.54
G9059.30	FBtr0344368	CG45050		DE	UP	0.01724	0.98276	1.51	260.9	745.07
G9059.32	FBtr0344368	CG45050		DE	DOWN	0.0	1.0	-13.45	448.52	0.04
G9059.35	FBtr0344368	CG45050		DE	DOWN	0.00256	0.99744	-1.35	1901.56	744.69
G9059.36	novel	CG45050		DE	UP	8.1E-4	0.99919	5.9	2.35	140.27
G9059.4	novel	pasi2_CG45050	pasi2_CG45050	DE	UP	0.0	1.0	14.06	0.0	85.58
G9059.42	FBtr0344368	CG45050		DE	UP	0.0057	0.9943	1.65	605.34	1905.3
G9059.43	FBtr0344368	CG45050		DE	DOWN	0.00127	0.99873	-1.35	5794.62	2275.55
G9059.45	FBtr0344367	CG45050		Not DE		0.05359	0.94641	-0.94	229.16	119.47
G9059.5	novel	pasi2	pasi2	DE	UP	0.0	1.0	8.46	1.42	501.68
G9059.69	novel	CG45050		DE	UP	0.01167	0.98833	3.33	12.66	126.92
G9059.75	FBtr0344369	snoRNA_Me18S-G1358b_CG45050	snoRNA_Me18S-G1358b_CG45050	Not DE		0.99365	0.0063517	0.01	138.28	139.01
G9059.76	novel	CG43675_snoRNA_Me18S-G1358b	CG43675_snoRNA_Me18S-G1358b	DE	UP	0.01456	0.98544	2.81	20.51	143.79
G9059.8	novel	pasi2_CG45050	pasi2_CG45050	Not DE		0.06725	0.93275	0.51	512.64	731.66
G9059.81	FBtr0344369	CG45050		DE	DOWN	5.0E-5	0.99995	-8.68	228.23	0.56
G9059.82	novel	CG45050		DE	DOWN	0.0	1.0	-14.89	151.76	0.0
G9059.83	novel	CG43675		Not DE		0.57118	0.42882	-0.14	566.62	513.84
G9059.90	FBtr0344371	CG43675		DE	DOWN	0.0	1.0	-3.45	3482.27	318.58
G9059.94	FBtr0344369	CG45050		DE	DOWN	0.00213	0.99787	-2.79	1011.24	146.06
G9059.96	FBtr0344369	CG45050		DE	DOWN	0.0	1.0	-4.07	2760.63	164.94
G906.1	FBtr0332324	Rat1		Not DE		0.03922	0.96078	0.33	1655.98	2086.17
G906.2	FBtr0079345	Rat1		Not DE		0.87228	0.12772	-0.07	305.6	290.82
G9062.1	FBtr0082016	HP1e		Not DE		0.07783	0.92217	-0.5	566.93	401.87
G9063.10	FBtr0082055	Aduk	Aduk	DE	UP	0.01307	0.98693	1.01	514.47	1037.04
G9063.16	FBtr0082055	Aduk	Aduk	DE	UP	0.01248	0.98752	3.08	20.84	175.9
G9063.19	FBtr0082055	Aduk	Aduk	Not DE		0.07536	0.92464	0.4	1039.78	1370.89
G9063.6	novel	Aduk	Aduk	DE	UP	0.0	1.0	14.44	0.01	167.13
G9063.8	novel	Aduk	Aduk	DE	UP	0.01934	0.98066	1.54	165.33	480.86
G9063.9	FBtr0082056	Aduk	Aduk	DE	UP	0.03299	0.96701	1.22	109.78	254.96
G9066.12	FBtr0082053	FER		DE	UP	8.0E-5	0.99992	7.66	7.81	1576.05
G9066.2	FBtr0082051	FER		Not DE		0.00741	0.99259	0.52	1727.78	2486.11
